40179.03611,0
40179.04167,0
40179.07778,3
40179.09722,0
40179.11389,6
40179.11944,7
40179.16111,8
40179.16667,8
40179.16806,7
40179.20278,0
40179.24444,0
40179.28056,3
40179.28611,5
40179.29167,5
40179.30278,3
40179.31389,0
40179.32778,0
40179.36944,3
40179.41111,5
40179.41667,5
40179.45278,7
40179.49444,8
40179.53611,9
40179.54167,9
40179.57778,14
40179.61944,10
40179.66111,9
40179.66667,9
40179.70278,8
40179.74444,15
40179.78611,21
40179.79167,21
40179.82778,13
40179.86944,16
40179.91111,15
40179.91667,15
40179.95278,13
40179.99444,16
40179.99931,16
40180.03611,21
40180.04167,21
40180.07778,15
40180.11944,15
40180.16111,18
40180.16667,18
40180.20278,13
40180.24444,16
40180.28611,16
40180.29167,16
40180.32778,15
40180.36944,23
40180.41111,21
40180.41667,21
40180.45278,26
40180.49444,31
40180.53611,20
40180.54167,19
40180.57778,30
40180.61944,24
40180.66111,22
40180.66667,22
40180.70278,24
40180.74444,24
40180.78611,22
40180.79167,22
40180.82778,16
40180.86944,17
40180.91111,14
40180.91667,14
40180.95278,21
40180.99444,24
40180.99931,24
40181.03611,18
40181.04167,18
40181.07778,21
40181.11944,25
40181.16111,22
40181.16667,22
40181.20278,18
40181.24444,15
40181.28611,22
40181.29167,22
40181.32778,20
40181.36944,20
40181.41111,23
40181.41667,23
40181.45278,30
40181.49444,24
40181.53611,23
40181.54167,23
40181.57778,21
40181.61944,21
40181.66111,21
40181.66667,21
40181.70278,15
40181.74444,22
40181.78611,13
40181.79167,13
40181.82778,11
40181.86944,14
40181.91111,13
40181.91667,13
40181.95278,18
40181.99444,10
40181.99931,10
40182.03611,14
40182.04167,14
40182.07778,17
40182.11944,13
40182.16111,13
40182.16667,13
40182.20278,13
40182.24444,11
40182.28611,11
40182.29167,11
40182.32778,8
40182.36944,9
40182.41111,11
40182.41667,11
40182.45278,17
40182.49444,16
40182.53611,10
40182.54167,10
40182.57778,18
40182.61944,15
40182.66111,10
40182.66667,10
40182.70278,11
40182.74444,15
40182.78611,14
40182.79167,14
40182.82778,10
40182.86944,7
40182.91111,9
40182.91667,9
40182.95278,9
40182.99444,8
40182.99931,8
40183.03611,8
40183.04167,8
40183.07778,8
40183.11944,8
40183.16111,13
40183.16667,13
40183.20278,16
40183.24444,17
40183.28611,11
40183.29167,11
40183.30764,8
40183.32778,9
40183.34306,8
40183.36944,10
40183.41111,14
40183.41667,14
40183.45278,17
40183.49444,14
40183.53611,17
40183.54167,17
40183.57778,15
40183.61944,17
40183.66111,17
40183.66667,17
40183.70278,15
40183.74444,11
40183.78611,13
40183.79167,13
40183.82778,9
40183.86944,9
40183.91111,11
40183.91667,11
40183.95278,11
40183.99444,13
40183.99931,13
40184.03611,13
40184.04167,13
40184.07778,11
40184.11944,13
40184.16111,14
40184.16667,14
40184.20278,8
